Form ID,Lobbyist/Registrant,Organization/Firm,Employer,Registration Period
LR139849,"Favazza, John F",Manis Canning & Associates,Maryland Jockey Club,11/01/17-10/31/18
LR139858,"Favazza, John F",Manis Canning & Associates,Mid-Atlantic NATO (National Association of Theatre Owners),11/01/17-10/31/18
LR139863,"Favazza, John F",Manis Canning & Associates,National Association of Industrial & Office Properties (NAIOP),12/13/17-10/31/18
LR139878,"Favazza, John F",Manis Canning & Associates,Northrop Grumman Corporation,11/01/17-10/31/18
LR139915,"Favazza, John F",Manis Canning & Associates,Tremco Incorporated,11/01/17-10/31/18
LR140728,"Favazza, John F",Manis Canning & Associates,Hospitality Properties Trust,11/15/17-10/31/18
LR141007,"Favazza, John F",Manis Canning & Associates,Maryland Patient Care and Access Coalition,11/01/17-10/31/18
LR141010,"Favazza, John F",Manis Canning & Associates,Maryland Wholesale Medical Cannabis Trade Association,12/08/17-10/31/18
LR142676,"Fedder, Michaeline R",American Heart Association,American Heart Association,01/04/18-07/06/18
LR141826,"Feinroth, Mark ",Maryland Realtors,"Maryland Association of Realtors, Inc.",11/01/17-02/13/18
LR139687,"Ferguson, Tonia Denise",The Arc Maryland,"Arc of Maryland, Inc., The",01/01/18-04/30/18
LR142214,"Ferguson, Jon Colby","Maryland Farm Bureau, Inc.","Maryland Farm Bureau, Inc.",11/01/17-10/31/18
LR142777,"Fesche, Camille G.",Rifkin Weiner Livingston LLC,FedEx Corporation,01/03/18-10/31/18
LR142785,"Fesche, Camille G.",Rifkin Weiner Livingston LLC,"Maryland Association of Realtors, Inc.",01/03/18-10/31/18
LR142786,"Fesche, Camille G.",Rifkin Weiner Livingston LLC,Maryland Hospital Association,01/03/18-10/31/18
LR142787,"Fesche, Camille G.",Rifkin Weiner Livingston LLC,Maryland Care Inc. dba Maryland Physicians Care,01/03/18-10/31/18
LR142795,"Fesche, Camille G.",Rifkin Weiner Livingston LLC,Waste Management of Maryland,01/03/18-10/31/18
LR141021,"Fesche, Camille G.","Alexander & Cleaver, P.A.",Prince George's County Chamber of Commerce,11/11/17-12/08/17
LR141079,"Fesche, Camille G.","Alexander & Cleaver, P.A.",Science Applications International Corporation (SAIC),11/01/17-12/08/17
LR141170,"Fesche, Camille G.","Alexander & Cleaver, P.A.",Teradata,11/01/17-12/08/17
LR143985,"Fesche, Camille G.",Rifkin Weiner Livingston LLC,NIC Maryland,10/01/18-10/31/18
LR139872,"Fesche, Camille G.","Alexander & Cleaver, P.A.","Daily Record, The",11/01/17-12/08/17
LR140247,"Fesche, Camille G.","Alexander & Cleaver, P.A.",Executive Alliance,11/01/17-12/08/17
LR140419,"Fesche, Camille G.","Alexander & Cleaver, P.A.","Mylan, Inc.",11/01/17-12/08/17
LR142769,"Fesche, Camille G.",Rifkin Weiner Livingston LLC,Century Engineering ,01/03/18-10/31/18
LR142770,"Fesche, Camille G.",Rifkin Weiner Livingston LLC,CGI Technologies and Solutions Inc.,01/03/18-10/31/18
LR142772,"Fesche, Camille G.",Rifkin Weiner Livingston LLC,"Chimes, The",01/03/18-10/31/18
LR142779,"Fesche, Camille G.",Rifkin Weiner Livingston LLC,"Gaudenzia, Inc.",01/03/18-10/31/18
LR142789,"Fesche, Camille G.",Rifkin Weiner Livingston LLC,Pharmaceutical Care Management Association (PCMA),01/03/18-10/31/18
LR142791,"Fesche, Camille G.",Rifkin Weiner Livingston LLC,Pivot Physical Therapy,01/03/18-10/31/18
LR142793,"Fesche, Camille G.",Rifkin Weiner Livingston LLC,"Uber Technologies, Inc.",01/03/18-10/31/18
LR142794,"Fesche, Camille G.",Rifkin Weiner Livingston LLC,"Walden University/Laureate Education, Inc.",01/03/18-10/31/18
LR142923,"Fesche, Camille G.",Rifkin Weiner Livingston LLC,"Enterprise RAC Company of Baltimore, LLC",01/15/18-10/31/18
LR143190,"Fesche, Camille G.",Rifkin Weiner Livingston LLC,DentaQuest,02/08/18-10/31/18
LR142542,"Fesche, Camille G.",Rifkin Weiner Livingston LLC,"O.C. Seacrets, Inc./Seacrets Distilling Company",12/18/17-10/31/18
LR140501,"Fesche, Camille G.","Alexander & Cleaver, P.A.",Maryland State Child Care Association,11/01/17-12/08/17
LR140814,"Fesche, Camille G.","Alexander & Cleaver, P.A.","NIC USA, Inc.",11/01/17-12/08/17
LR141161,"Fesche, Camille G.","Alexander & Cleaver, P.A.","Telaforce, LLC",11/09/17-12/08/17
LR140047,"Fesche, Camille G.","Alexander & Cleaver, P.A.",Girl Scouts of Central Maryland,11/01/17-12/08/17
LR140215,"Fesche, Camille G.","Alexander & Cleaver, P.A.",Maryland Association for Justice,11/01/17-12/08/17
LR140448,"Fesche, Camille G.","Alexander & Cleaver, P.A.",Families Against Mandatory Minimums,11/01/17-12/08/17
LR142238,"Fesche, Camille G.","Alexander & Cleaver, P.A.",Prince George's County Municipal Association,11/20/17-12/08/17
LR142541,"Fesche, Camille G.",Rifkin Weiner Livingston LLC,"Deepwater Wind, LLC",12/18/17-10/31/18
LR142741,"Fesche, Camille G.",Rifkin Weiner Livingston LLC,"CBAC Gaming, LLC (Horseshoe Casino)",01/03/18-10/31/18
LR142776,"Fesche, Camille G.",Rifkin Weiner Livingston LLC,"Facebook, Inc.",01/03/18-10/31/18
LR142781,"Fesche, Camille G.",Rifkin Weiner Livingston LLC,"Humanim, Inc.",01/03/18-10/31/18
LR142788,"Fesche, Camille G.",Rifkin Weiner Livingston LLC,Optotraffic LLC,01/03/18-10/31/18
LR141179,"Fesche, Camille G.","Alexander & Cleaver, P.A.","Sequon, Inc.",11/01/17-12/08/17
LR139846,"Fesche, Camille G.","Alexander & Cleaver, P.A.",Center for Secure and Modern Elections,11/01/17-12/08/17
LR140284,"Fesche, Camille G.","Alexander & Cleaver, P.A.",Maryland Association of Public Library Administrators,11/01/17-12/08/17
LR142739,"Fesche, Camille G.",Rifkin Weiner Livingston LLC,"Cable Telecommunications Association of Maryland, Delaware and D.C., Inc.",01/03/18-10/31/18
LR142771,"Fesche, Camille G.",Rifkin Weiner Livingston LLC,Children's National Health System,01/03/18-10/31/18
LR142773,"Fesche, Camille G.",Rifkin Weiner Livingston LLC,"Columbia Gas Transmission, LLC",01/03/18-10/31/18
LR142774,"Fesche, Camille G.",Rifkin Weiner Livingston LLC,Dominion Energy,01/03/18-10/31/18
LR142778,"Fesche, Camille G.",Rifkin Weiner Livingston LLC,Food & Friends,01/03/18-10/31/18
LR142790,"Fesche, Camille G.",Rifkin Weiner Livingston LLC,"Pepco Holdings, Inc.",01/03/18-10/31/18
LR141597,"Fesche, Camille G.","Alexander & Cleaver, P.A.",Housing Opportunities Commission,11/01/17-12/08/17
LR142775,"Fesche, Camille G.",Rifkin Weiner Livingston LLC,Education Affiliates/Fortis College,01/03/18-10/31/18
LR142783,"Fesche, Camille G.",Rifkin Weiner Livingston LLC,"Info Tech, Inc.",01/03/18-10/31/18
LR142784,"Fesche, Camille G.",Rifkin Weiner Livingston LLC,"Lexington Law (John C. Heath, Attorney at Law, PLLC dba Lexington Law Firm)",01/03/18-10/31/18
LR142792,"Fesche, Camille G.",Rifkin Weiner Livingston LLC,Sheppard Pratt Health System,01/03/18-10/31/18
LR142219,"Fesche, Camille G.","Alexander & Cleaver, P.A.",Darryl Shawgo & Jim Figlozzi,11/16/17-12/08/17
LR141014,"Fesche, Camille G.","Alexander & Cleaver, P.A.",Penn-Mar Human Services,11/01/17-12/08/17
LR141200,"Fesche, Camille G.","Alexander & Cleaver, P.A.",Workday,11/01/17-12/08/17
LR142142,"Fewell, Brent ",Earth & Water Law LLC,Resource Environmental Solutions,11/13/17-01/19/18
LR143241,"Fine, Stanley S.","Rosenberg Martin Greenberg, LLP","Roland Park Place, Inc.",01/19/18-04/24/18
LR143284,"Fine, Stanley S.","Rosenberg Martin Greenberg, LLP","Blackwall Hitch Baltimore, LLC",02/23/18-04/25/18
LR143170,"Fisher, Josh ","Association of Global Automakers, Inc.","Association of Global Automakers, Inc.",02/07/18-10/31/18
LR140324,"Flynn, Dorian ",Maryland Association of Nonpublic Special Education Facilities,Maryland Association of Nonpublic Special Education Facilities,11/01/17-04/30/18
LR142763,"Forester, Dyana ",United Food & Commercial Workers Union Local 400,"United Food & Commercial Workers Union,  UFCW Local 400",01/01/18-10/31/18
LR142345,"Forlini, Michael ","Forlini Law Group, LLC","Theresam Farm, LLC",11/24/17-09/17/18
LR143121,"Francer, Jeffrey ",Association for Accessible Medicines,Association for Accessible Medicines,02/01/18-10/31/18
LR142265,"Francis, Frann G",Apartment & Office Building Association of Metropolitan Washington,Apartment & Office Building Association of Metropolitan Washington,11/21/17-10/31/18
LR140539,"Frank, Jennifer V",Maryland Independent College and University Association,Maryland Independent College & University Association,11/01/17-10/31/18
LR140710,"Frazee, Brian ",Maryland Hospital Association,Maryland Hospital Association,11/01/17-10/31/18
LR142127,"Fredriksson, Ryan ","National Aquarium in Baltimore, Inc.","National Aquarium in Baltimore, Inc.",11/06/17-04/30/18
LR139700,"Frerichs, Jr., Herbert D.","Perdue Farms, Inc.","Perdue Farms, Inc.",11/01/17-10/31/18
LR142759,"Fry, Donald C",Greater Baltimore Committee,Greater Baltimore Committee,01/09/18-10/31/18
LR142617,"Fuchs, Kurt H.",MidAtlantic Farm Credit,Mid-Atlantic Farm Credit,12/27/17-10/31/18
LR142726,"Furmansky, Daniel ",n/a,Waterkeepers Chesapeake,01/07/18-04/11/18
LR143692,"Gahs, Shannon Grace",BAYADA Home Health Care,BAYADA Home Health Care,08/30/18-10/31/18
LR141532,"Galica, Stephanie  ","Adapt Pharma, Inc.","Adapt Pharma, Inc.",11/01/17-10/31/18
LR142520,"Gally, Eric ","Gally Public Affairs, Inc.",Friends of Deep Creek Lake,12/18/17-10/31/18
LR142522,"Gally, Eric ","Gally Public Affairs, Inc.",Medmark Treatment Centers,12/18/17-10/31/18
LR142521,"Gally, Eric ","Gally Public Affairs, Inc.",American Heart Association,12/18/17-10/31/18
LR142519,"Gally, Eric ","Gally Public Affairs, Inc.",American Cancer Society Cancer Action Network,12/17/17-10/31/18
LR142748,"Gally, Eric ","Gally Public Affairs, Inc.",Maryland Pesticide Education Network,01/10/18-10/31/18
LR142749,"Gally, Eric ","Gally Public Affairs, Inc.",Maryland State Education Association,01/10/18-10/31/18
LR142750,"Gally, Eric ","Gally Public Affairs, Inc.",Partners for Open Space,01/10/18-10/31/18
LR142747,"Gally, Eric ","Gally Public Affairs, Inc.",Maryland Academy of Family Physicians (MAFP),01/10/18-10/31/18
LR143065,"Gally, Eric ","Gally Public Affairs, Inc.","Gally Public Affairs, Inc.",01/25/18-03/31/18
LR142518,"Gally, Eric ","Gally Public Affairs, Inc.",Chesapeake Bay Foundation,12/18/17-10/31/18
LR143362,"Gally, Eric ","Gally Public Affairs, Inc.",Common Cause,03/16/18-10/31/18
LR142517,"Gally, Eric ","Gally Public Affairs, Inc.","Advocates For Children and Youth, Inc.",12/18/17-10/31/18
LR141153,"Gamberini, Brian ",N/A,"Home Depot, Inc., The",11/01/17-10/31/18
LR140811,"Garagiola, Robert J.","Alexander & Cleaver, P.A.","NIC USA, Inc.",11/01/17-09/12/18
LR140835,"Garagiola, Robert J.","Alexander & Cleaver, P.A.",Norfolk Southern Corporation,11/01/17-09/12/18
LR141156,"Garagiola, Robert J.","Alexander & Cleaver, P.A.","Telaforce, LLC",11/01/17-09/12/18
LR141168,"Garagiola, Robert J.","Alexander & Cleaver, P.A.",Teradata,11/01/17-09/12/18
LR139850,"Garagiola, Robert J.","Alexander & Cleaver, P.A.","Chesapeake BaySavers, Inc.",11/01/17-09/12/18
LR139854,"Garagiola, Robert J.","Alexander & Cleaver, P.A.","Children's Guild, Inc., The",11/01/17-09/12/18
LR139857,"Garagiola, Robert J.","Alexander & Cleaver, P.A.",Committee for Montgomery,11/01/17-09/12/18
LR139861,"Garagiola, Robert J.","Alexander & Cleaver, P.A.","ConAgra Grocery Products Company, LLC",11/01/17-09/12/18
LR139937,"Garagiola, Robert J.","Alexander & Cleaver, P.A.",Doctor's Community Hospital,11/01/17-09/12/18
LR140335,"Garagiola, Robert J.","Alexander & Cleaver, P.A.",Maryland Vapor Alliance,11/01/17-09/12/18
LR140385,"Garagiola, Robert J.","Alexander & Cleaver, P.A.",Maryland Veterinary Medical Association,11/01/17-09/12/18
LR140394,"Garagiola, Robert J.","Alexander & Cleaver, P.A.",Mid-Atlantic Renewable Energy Coalition (MAREC),11/01/17-09/12/18
LR140406,"Garagiola, Robert J.","Alexander & Cleaver, P.A.",Motorola Solutions,11/01/17-09/12/18
LR140819,"Garagiola, Robert J.","Alexander & Cleaver, P.A.","NL Industries, Inc ",11/01/17-09/12/18
LR141028,"Garagiola, Robert J.","Alexander & Cleaver, P.A.","PSEG Fossil, LLC",11/01/17-09/12/18
LR141033,"Garagiola, Robert J.","Alexander & Cleaver, P.A.","Ripken Holdings, LLC",05/23/18-09/12/18
LR141151,"Garagiola, Robert J.","Alexander & Cleaver, P.A.",St. Mary's College of Maryland Foundation,03/01/18-09/12/18
LR139820,"Garagiola, Robert J.","Alexander & Cleaver, P.A.","Avaya, Inc.",11/01/17-09/12/18
LR139954,"Garagiola, Robert J.","Alexander & Cleaver, P.A.","Enterprise RAC Company of Maryland, LLC",11/01/17-09/12/18
LR140030,"Garagiola, Robert J.","Alexander & Cleaver, P.A.",City of Gaithersburg,11/01/17-09/12/18
LR140066,"Garagiola, Robert J.","Alexander & Cleaver, P.A.",Health Facilities Association of Maryland,11/01/17-09/12/18
LR140114,"Garagiola, Robert J.","Alexander & Cleaver, P.A.","Kennedy Krieger Institute, The",11/01/17-09/12/18
LR140193,"Garagiola, Robert J.","Alexander & Cleaver, P.A.",Lockheed Martin Corporation,11/01/17-09/12/18
LR140210,"Garagiola, Robert J.","Alexander & Cleaver, P.A.",Maryland Alliance of YMCA's,11/01/17-09/12/18
LR142805,"Garagiola, Robert J.","Alexander & Cleaver, P.A.","LSP Transmission Holdings, LLC",01/10/18-04/30/18
LR143293,"Garagiola, Robert J.","Alexander & Cleaver, P.A.","Donate Life Maryland, Inc.",02/28/18-09/12/18
LR143916,"Garagiola, Hannah  ","Compass Government Relations Partners, LLC",Maryland State Child Care Association,09/20/18-10/31/18
LR143960,"Garagiola, Hannah  ","Compass Government Relations Partners, LLC",Maryland End of Life Options,10/01/18-10/31/18
LR142104,"Garagiola, Robert J.","Alexander & Cleaver, P.A.","Cherrywood Solar I, LLC",11/01/17-09/12/18
LR142216,"Garagiola, Robert J.","Alexander & Cleaver, P.A.","RealTox Labs, LLC",11/16/17-04/30/18
LR140535,"Garagiola, Robert J.","Alexander & Cleaver, P.A.",Maryland End of Life Options,11/01/17-09/12/18
LR140699,"Garagiola, Robert J.","Alexander & Cleaver, P.A.",National Cryptologic Museum Foundation Cyber Center for Education and Innovation - Home of the National Cryptologic Museum,03/01/18-09/12/18
LR141141,"Garagiola, Robert J.","Alexander & Cleaver, P.A.","Sherwin-Williams Company, The",11/01/17-09/12/18
LR141183,"Garagiola, Robert J.","Alexander & Cleaver, P.A.",Utility Scale Solar Energy Coalition,11/01/17-09/12/18
LR139777,"Garagiola, Robert J.","Alexander & Cleaver, P.A.",American Water,11/01/17-09/12/18
LR139816,"Garagiola, Robert J.","Alexander & Cleaver, P.A.",Atlantic Richfield Company (ARCO),11/01/17-09/12/18
LR139844,"Garagiola, Robert J.","Alexander & Cleaver, P.A.",Center for Secure and Modern Elections,11/01/17-09/12/18
LR139868,"Garagiola, Robert J.","Alexander & Cleaver, P.A.","Daily Record, The",11/01/17-09/12/18
LR139880,"Garagiola, Robert J.","Alexander & Cleaver, P.A.",Diamond Game Enterprises,11/01/17-09/12/18
LR139897,"Garagiola, Robert J.","Alexander & Cleaver, P.A.","DMS Development, LLC.",11/01/17-09/12/18
LR140103,"Garagiola, Robert J.","Alexander & Cleaver, P.A.",Housing Opportunities Commission,11/01/17-04/30/18
LR140328,"Garagiola, Robert J.","Alexander & Cleaver, P.A.",Maryland Speech Language Hearing Association,11/01/17-04/30/18
LR142423,"Garagiola, Robert J.","Alexander & Cleaver, P.A.",Northeast Regional Council of Carpenters,11/30/17-09/12/18
LR142539,"Garagiola, Robert J.","Alexander & Cleaver, P.A.",OneEnergy Renewables,12/18/17-04/30/18
LR143040,"Garagiola, Robert J.","Alexander & Cleaver, P.A.",Maryland Center for Legal Assistance,01/22/18-09/12/18
LR143248,"Garagiola, Robert J.","Alexander & Cleaver, P.A.",Residential Services Agency Coalition,02/16/18-09/12/18
LR143905,"Garagiola, Hannah  ","Compass Government Relations Partners, LLC",NextEra Energy Resources,09/20/18-10/31/18
LR143915,"Garagiola, Hannah  ","Compass Government Relations Partners, LLC",Open Road Renewables,09/20/18-10/31/18
LR140714,"Garagiola, Robert J.","Alexander & Cleaver, P.A.",NextEra Energy Resources,11/01/17-09/12/18
LR141024,"Garagiola, Robert J.","Alexander & Cleaver, P.A.",Printing & Graphics Association MidAtlantic,11/01/17-09/12/18
LR141076,"Garagiola, Robert J.","Alexander & Cleaver, P.A.",Science Applications International Corporation (SAIC),11/01/17-09/12/18
LR141177,"Garagiola, Robert J.","Alexander & Cleaver, P.A.","Sequon, Inc.",11/01/17-09/12/18
LR141189,"Garagiola, Robert J.","Alexander & Cleaver, P.A.","Wawa, Inc.",11/01/17-09/12/18
LR140198,"Garagiola, Robert J.","Alexander & Cleaver, P.A.",Intel Security (formerly McAfee),11/01/17-09/12/18
LR140214,"Garagiola, Robert J.","Alexander & Cleaver, P.A.",Maryland Association for Justice,11/01/17-09/12/18
LR140437,"Garagiola, Robert J.","Alexander & Cleaver, P.A.",Families Against Mandatory Minimums,11/01/17-04/30/18
LR143630,"Garagiola, Robert J.","Alexander & Cleaver, P.A.",Open Road Renewables,07/12/18-09/12/18
LR143667,"Garagiola, Robert J.","Alexander & Cleaver, P.A.","RNS Communications, Inc.",08/09/18-09/12/18
LR143765,"Garagiola, Hannah  ","Compass Government Relations Partners, LLC","JJF Management Services, Inc.",09/14/18-10/31/18
LR143917,"Garagiola, Hannah  ","Compass Government Relations Partners, LLC",Maryland Association for Justice,09/21/18-10/31/18
LR142807,"Garagiola, Robert J.","Alexander & Cleaver, P.A.",Sanofi US,01/10/18-09/12/18
LR143115,"Garagiola, Robert J.","Alexander & Cleaver, P.A.",Small Biotechnology Business Coalition,01/31/18-04/30/18
LR141590,"Garagiola, Robert J.","Alexander & Cleaver, P.A.",EMOVIS,11/01/17-04/30/18
LR139799,"Garagiola, Robert J.","Alexander & Cleaver, P.A.",Association of Maryland Pilots,11/01/17-09/12/18
LR139889,"Garagiola, Robert J.","Alexander & Cleaver, P.A.",Distilled Spirits Council of the U.S.,11/01/17-09/12/18
LR139969,"Garagiola, Robert J.","Alexander & Cleaver, P.A.","JJF Management Services, Inc.",11/01/17-09/12/18
LR140034,"Garagiola, Robert J.","Alexander & Cleaver, P.A.","GANTECH, Inc.",03/01/18-09/12/18
LR140277,"Garagiola, Robert J.","Alexander & Cleaver, P.A.",Maryland Association of Public Library Administrators,11/01/17-09/12/18
LR140307,"Garagiola, Robert J.","Alexander & Cleaver, P.A.",Maryland Podiatric Medical Association,11/01/17-09/12/18
LR140332,"Garagiola, Robert J.","Alexander & Cleaver, P.A.",Maryland State Child Care Association,11/01/17-10/31/18
LR140398,"Garagiola, Robert J.","Alexander & Cleaver, P.A.","Montgomery County Career Fire Fighters Association, Local 1664",11/01/17-09/12/18
LR140413,"Garagiola, Robert J.","Alexander & Cleaver, P.A.","Mylan, Inc.",11/01/17-09/12/18
LR140434,"Garagiola, Robert J.","Alexander & Cleaver, P.A.",NAMI Maryland (National Alliance for the Mentally Ill),03/01/18-09/12/18
LR141016,"Garagiola, Robert J.","Alexander & Cleaver, P.A.",Potomac Valley Home Medical,11/01/17-04/30/18
LR141199,"Garagiola, Robert J.","Alexander & Cleaver, P.A.",Workday,11/01/17-09/12/18
LR141569,"Garcia, Karen ",N/A,American Chemical Society,11/01/17-04/30/18
LR140758,"Garner, Julie ","AstraZeneca Pharmaceuticals, LP","AstraZeneca Pharmaceuticals, LP",11/01/17-10/31/18
LR141192,"Garofalo, Ryan ",N/A,Pharmaceutical Research & Manufacturers of America,11/01/17-10/31/18
LR143403,"Garrigan, T.J. ",Association for Accessible Medicines,Association for Accessible Medicines,03/29/18-04/30/18
LR141255,"Gathagan, Michael Kevin",Maryland Catholic Conference,"Maryland Catholic Conference, LLC.",11/01/17-08/08/18
LR143164,"Geddes, Ann ",Non-profit,Maryland Coalition of Families,02/07/18-10/31/18
LR142725,"Genn, Gil ","Bellamy Genn Group, LLC",Dart Container Corporation,01/06/18-10/31/18
LR142875,"Genn, Gil ","Bellamy Genn Group, LLC",American Forest & Paper Association,01/10/18-10/31/18
LR142877,"Genn, Gil ","Bellamy Genn Group, LLC",Encore Capital Group,01/10/18-10/31/18
LR141758,"Genn, Gil ","Bellamy Genn Group, LLC",Everytown for Gun Safety Action Fund,11/13/17-03/05/18
LR139676,"Genn, Gil ","Bellamy Genn Group, LLC",American Wood Council,11/15/17-10/31/18
LR143310,"Genn, Gil ","Bellamy Genn Group, LLC","DisposeRX, Inc.",03/02/18-04/30/18
LR143408,"Genn, Gil ","Bellamy Genn Group, LLC","TicketNetwork, Inc.",04/04/18-10/31/18
LR141759,"Genn, Gil ","Bellamy Genn Group, LLC",Blind Industries and Services of Maryland,11/15/17-10/31/18
LR142848,"Genn, Gil ","Bellamy Genn Group, LLC","American College of Cardiology, Maryland Chapter",01/10/18-10/31/18
LR142849,"Genn, Gil ","Bellamy Genn Group, LLC","Maryland Plumbing, Heating & Cooling Contractors, Inc.",01/10/18-10/31/18
LR142850,"Genn, Gil ","Bellamy Genn Group, LLC",National Capital Lyme Disease Association,01/10/18-10/31/18
LR142872,"Genn, Gil ","Bellamy Genn Group, LLC",MD & DC Credit Union Association ,01/10/18-10/31/18
LR142873,"Genn, Gil ","Bellamy Genn Group, LLC",Maryland Legal Services Corporation,01/10/18-10/31/18
LR146554,"Genn, Gil ","Bellamy Genn Group, LLC","DisposeRX, Inc.",05/01/18-10/31/18
LR142231,"Genn, Gil ","Bellamy Genn Group, LLC","Veru, Inc.",11/15/17-10/31/18
LR142847,"Genn, Gil ","Bellamy Genn Group, LLC","Feld Entertainment, Inc.",01/10/18-10/31/18
LR142874,"Genn, Gil ","Bellamy Genn Group, LLC",Maryland Legal Aid,01/10/18-10/31/18
LR142876,"Genn, Gil ","Bellamy Genn Group, LLC",Alternative Medicine Integration ,01/10/18-10/31/18
LR143325,"Genn, Gil ","Bellamy Genn Group, LLC",Kaiser Permanente,03/08/18-10/31/18
LR143346,"Gette, Sarah  ","Retail Finance International Holdings, Inc. and its affiliates and subsidiaries c/o MultiState Associates Inc.","Retail Finance International Holdings, Inc. and its affiliates and subsidiaries, c/o MultiState Associates Inc.",03/13/18-10/31/18
LR141173,"Gibson, John ",N/A,Biogen,11/01/17-10/31/18
LR143061,"Gilbreath, Alexandra C",AFSCME Council 3,AFSCME Maryland,01/25/18-05/01/18
LR141678,"Gill, Craig A.",Pfizer Inc.,Pfizer Inc.,11/01/17-10/31/18
LR141801,"Gingles, Andre J.","Gingles, LLC","Peterson Companies, The",11/01/17-10/31/18
LR141806,"Gingles, Andre J.","Gingles, LLC",Gould Property Company,11/01/17-10/31/18
LR142044,"Glendening, Frances Hughes",Maryland Association of Boards of Education,Maryland Association of Boards of Education,11/07/17-10/31/18
LR141883,"Glidewell, Robert Merritt",Washington Gas,Washington Gas,11/01/17-04/30/18
LR143100,"Glidewell, Robert Merritt",Glidewell Consulting Inc.,"Exelon Corporation c/o G.S. Proctor & Associates, Inc.",01/30/18-04/30/18
LR143652,"Gordon, Joshua ",N/A,Maryland Optometric Association,08/10/18-10/31/18
LR142333,"Graf, Lori ",Maryland Builiding Industry Association,Maryland Building Industry Association,11/28/17-10/31/18
LR143494,"Gray, Ashley ",Center for Reproductive Rights,Center For Reproductive Rights,06/06/18-06/30/18
LR141565,"Graziano, Michael  A","Prince George's County Assn. of Realtors, Inc.",Prince George's County Association of Realtors,11/01/17-09/28/18
LR142291,"Grealy, Anne M",FirstEnergy,FirstEnergy Corp.,11/27/17-10/31/18
LR143265,"Green Johnson, Candace Nicole",DLA Piper US LLP,"Columbia Association, Inc.",02/21/18-04/30/18
LR143049,"Greenfeld, Joshua ",Maryland Building Industry Association,Maryland Building Industry Association,01/23/18-10/31/18
LR142249,"Greenfield, Aaron  Joseph","Greenfield Law, LLC",TSG Developments (Maryland) LLC,11/20/17-10/31/18
LR142252,"Greenfield, Aaron  Joseph","Greenfield Law, LLC",LeadingAge Maryland,11/17/17-10/31/18
LR142906,"Greenfield, Aaron  Joseph","Greenfield Law, LLC","BTS Bioenergy, LLC",01/16/18-10/31/18
LR142597,"Greenfield, Aaron J.",Maryland Multi-Housing Association ,Maryland Multi-Housing Association,12/20/17-10/31/18
LR142250,"Greenfield, Aaron  Joseph","Greenfield Law, LLC","Mobilitie Services, LLC",11/20/17-06/01/18
LR142246,"Greenfield, Aaron  Joseph","Greenfield Law, LLC",Embassy of Japan,11/20/17-10/31/18
LR143273,"Griffith, Melony Ghee","Essential Strategies, LLC",Prince Georges Arts and Humanities Council,02/19/18-04/30/18
LR142925,"Griffith, Melony Ghee","Essential Strategies, LLC",Maryland National Capitol Park and Planning Commission,01/17/18-04/30/18
LR143263,"Grimm, Christopher ","Orrick, Herrington & Sutcliffe LLP",DraftKings Inc.,02/21/18-10/31/18
LR143264,"Grimm, Christopher ","Orrick, Herrington & Sutcliffe LLP","FanDuel, Inc.",02/21/18-10/31/18
LR141454,"Guido, Jeffry F",Building & Construction Trades Dept. AFL-CIO ,Building & Construction Trades Dept. AFL-CIO,11/01/17-10/31/18
LR141611,"Gulstone, Ronan ",Washington Gas,Washington Gas,11/01/17-10/31/18
LR143687,"Gutman, Howard ","Orsted Wind Power North America, Inc.","Orsted Wind Power North America, Inc. ",08/23/18-10/31/18
LR142187,"Halber, Ronald Joseph",JCRC of Greater Washington,Jewish Community Relations Council of Greater Washington,11/10/17-10/31/18
LR140113,"Hall, Shannon ",Community Behavioral Health Association of Maryland,Community Behavioral Health Association of MD,11/01/17-10/31/18
LR143726,"Hammock, Brian Willis","Alexander & Cleaver, P.A.",National Cryptologic Museum Foundation Cyber Center for Education and Innovation - Home of the National Cryptologic Museum,09/12/18-10/31/18
LR143728,"Hammock, Brian Willis","Alexander & Cleaver, P.A.",Norfolk Southern Corporation,09/12/18-10/31/18
LR143754,"Hammock, Brian Willis","Alexander & Cleaver, P.A.","Best Buddies International, Inc.",09/13/18-10/31/18
LR143757,"Hammock, Brian Willis","Alexander & Cleaver, P.A.",DCA Imaging Systems,09/13/18-10/31/18
LR143759,"Hammock, Brian Willis","Alexander & Cleaver, P.A.","Leota Professional Resources, LLC",09/13/18-10/31/18
LR143772,"Hammock, Brian Willis","Alexander & Cleaver, P.A.",Residential Services Agency Coalition,09/12/18-10/31/18
LR143773,"Hammock, Brian Willis","Alexander & Cleaver, P.A.",Sensus USA,09/12/18-10/31/18
LR143774,"Hammock, Brian Willis","Alexander & Cleaver, P.A.","Sequon, Inc.",09/12/18-10/31/18
LR143837,"Hammock, Brian Willis","Alexander & Cleaver, P.A.",Maryland Association for Justice,09/13/18-10/31/18
LR143839,"Hammock, Brian Willis","Alexander & Cleaver, P.A.",Maryland Center for Legal Assistance,09/13/18-10/31/18
LR143844,"Hammock, Brian Willis","Alexander & Cleaver, P.A.",NAMI Maryland (National Alliance for the Mentally Ill),09/13/18-10/31/18
LR143845,"Hammock, Brian Willis","Alexander & Cleaver, P.A.",NextEra Energy Resources,09/13/18-10/31/18
LR143849,"Hammock, Brian Willis","Alexander & Cleaver, P.A.","Ripken Holdings, LLC",09/13/18-10/31/18
